0.00211 0.01589 0.00423
0.01073 0.0192 0.00395
0.00206 0.01475 0.00952
0.002 0.12965 0.00608
0.00874 0.19962 0.00953
0.00847 0.08632 0.00725
0.00203 0.01133 0.00973
0.31521 0.0776 0.00705
0.00313 0.02371 0.00939
0.11297 0.02697 0.00397
0.00411 0.00262 0.00653
0.0087 0.14536 0.00851
0.00424 0.0793 0.00203
0.01076 0.04641 0.00323
0.00815 0.19953 0.00621
0.20308 0.00678 0.00942
0.00873 0.00953 0.00941
0.02051 0.01952 0.00931
0.01074 0.03949 0.00189
0.01064 0.06608 0.01294
0.01063 0.12568 0.01349
0.01931 0.12918 0.00815
0.01644 0.0124 0.0126
0.34132 0.01685 0.00666
0.018 0.11242 0.00904
0.00199 0.05933 0.00795
0.00196 0.00868 0.00642
0.00831 0.24568 0.01939
0.01554 0.01436 0.22646
0.16116 0.03206 0.00786
0.0128 0.00721 0.00611
0.01789 0.00897 0.0045
0.02115 0.13111 0.01217
0.01412 0.00944 0.00944
0.23076 0.04682 0.01207
0.09541 0.00505 0.00887
0.01048 0.19938 0.00935
0.01042 0.04969 0.00929
0.00834 0.02515 0.0144
0.00212 0.17792 0.00934
0.00747 0.00335 0.01702
0.00188 0.20507 0.00947
0.00199 0.05515 0.01023
0.33245 0.07989 0.00701
0.00586 0.01292 0.00786
0.00206 0.02611 0.0094
0.0086 0.15266 0.00668
0.00302 0.0171 0.0023
0.00191 0.20329 0.00958
0.00203 0.10858 0.00698
0.30886 0.01071 0.00951
0.00881 0.031 0.00623
0.00241 0.00785 0.00743
0.002 0.01859 0.00632
0.01059 0.16211 0.0043
0.01115 0.14551 0.00899
0.0028 0.10967 0.00956
0.01056 0.00702 0.00333
0.00202 0.08465 0.00964
0.29502 0.02829 0.00557
0.00864 0.00936 0.00748
0.01072 0.01955 0.00955
0.01029 0.11986 0.00421
0.00362 0.02015 0.00915
0.01621 0.02187 0.00936
0.02082 0.65797 0.01089
0.00839 0.00959 0.00935
0.00193 0.01315 0.00424
0.17258 0.00566 0.0093
0.00313 0.20675 0.00953
0.00842 0.02959 0.00919
0.01705 0.01311 0.00923
0.00917 0.40103 0.00572
0.01088 0.00962 0.00943
0.00206 0.02412 0.01155
0.00843 0.15247 0.0053
0.00221 0.20266 0.01398
0.00206 0.01103 0.00921
0.01023 0.19974 0.00935
0.18071 0.01254 0.01223
0.00341 0.05721 0.00883
0.00192 0.13815 0.0094
0.01015 0.19973 0.00918
0.00212 0.15508 0.0052
0.21435 0.04666 0.00823
0.00445 0.00537 0.00899
0.00197 0.01595 0.01138
0.09767 0.23787 0.01111
0.00869 0.1995 0.00953
0.00206 0.19244 0.00469
0.01429 0.00367 0.00839
0.00186 0.14588 0.01135
0.00187 0.03948 0.00622
0.25858 0.05883 0.01005
0.00874 0.02928 0.00946
0.00858 0.19998 0.00931
0.12121 0.02331 0.00493
0.01419 0.00363 0.03702
0.0223 0.01257 0.00628
0.00834 0.00402 0.004
0.02051 0.20955 0.00949
0.00888 0.04802 0.01083
0.34053 0.07429 0.00461
0.01576 0.01288 0.00894
0.01711 0.18072 0.00952
0.0021 0.20298 0.00781
0.00192 0.02955 0.00948
0.03848 0.00876 0.00271
0.00194 0.18815 0.00917
0.21246 0.02541 0.00963
0.01064 0.00907 0.00238
0.01047 0.15318 0.00593
0.00887 0.19945 0.00958
0.07265 0.01607 0.01058
0.00201 0.02762 0.00788
0.01023 0.20738 0.01056
0.01033 0.00946 0.00947
0.0103 0.08443 0.00447
0.00592 0.01269 0.0096
0.0084 0.01939 0.00941
0.14032 0.01753 0.01152
0.02061 0.1462 0.01292
0.01869 0.09859 0.00746
0.02071 0.35702 0.05237
0.00651 0.00311 0.03897
0.00888 0.16982 0.0385
0.0019 0.20757 0.00824
0.03808 0.01088 0.14714
0.2804 0.0047 0.0041
0.00586 0.00421 0.0026
0.03017 0.00996 0.00686
0.02069 0.11947 0.00941
0.00898 0.19954 0.00943
0.00189 0.09691 0.0105
0.42377 0.02412 0.00933
0.00785 0.01954 0.00937
0.0085 0.15994 0.00944
0.00178 0.01225 0.00446
0.00184 0.20814 0.03778
0.01032 0.45222 0.00628
0.00193 0.01087 0.00959
0.00208 0.00161 0.00257
0.00231 0.00712 0.00685
0.13574 0.06374 0.00996
0.00839 0.19983 0.00925
0.01904 0.03911 0.00993
0.03414 0.21587 0.00934
0.00236 0.15178 0.01462
0.00201 0.04011 0.0094
0.00854 0.01993 0.00919
0.00187 0.10897 0.00404
0.01315 0.01761 0.01128
